ShapeId,ShapeName,ParentShapeId,ShapeText,ShapeType,MasterName,Is1DShape,BeginConnectedTo,EndConnectedTo,ConnectionPoints,PageName,PositionX,PositionY,Width,Height,BeginX,BeginY,EndX,EndY,ShapeData,LayerMembership
1,CFF Container,,"Agile Software Release Diagram (Swimlane)
",Group,CFF Container,False,,,,page1,0,0,0,0,0,0,0,0,,
2,,1,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
3,,1,"Agile Software Release Diagram (Swimlane)
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
2,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
3,,,"Agile Software Release Diagram (Swimlane)
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
4,Swimlane List,,,Shape,Swimlane List,False,,,,page1,0,0,0,0,0,0,0,0,,
6,Swimlane,,"Development Team
",Group,Swimlane,False,,,,page1,0,0,0,0,0,0,0,0,,
7,,6,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
8,,6,"Development Team
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
7,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
8,,,"Development Team
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
9,,,"Product Owner
",Group,Swimlane,False,,,,page1,0,0,0,0,0,0,0,0,,
10,,9,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
11,,9,"Product Owner
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
10,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
11,,,"Product Owner
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
15,,,"Scrum Master
",Group,Swimlane,False,,,,page1,0,0,0,0,0,0,0,0,,
16,,15,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
17,,15,"Scrum Master
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
16,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
17,,,"Scrum Master
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
18,,,"Solution Architect
",Group,Swimlane,False,,,,page1,0,0,0,0,0,0,0,0,,
19,,18,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
20,,18,"Solution Architect
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
19,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
20,,,"Solution Architect
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
24,,,"QA Team
",Group,Swimlane,False,,,,page1,0,0,0,0,0,0,0,0,,
25,,24,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
26,,24,"QA Team
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
25,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
26,,,"QA Team
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
5,Phase List,,,Shape,Phase List,False,,,,page1,0,0,0,0,0,0,0,0,,
12,Separator,,"Production Deployment
",Group,Separator,False,,,,page1,0,0,0,0,0,0,0,0,,
13,,12,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
14,,12,"Production Deployment
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
13,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
14,,,"Production Deployment
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
110,,,"Product Increment (PI Planning)
",Group,Separator,False,,,,page1,0,0,0,0,0,0,0,0,,
111,,110,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
112,,110,"Product Increment (PI Planning)
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
111,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
112,,,"Product Increment (PI Planning)
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
113,,,"Architecture
",Group,Separator,False,,,,page1,0,0,0,0,0,0,0,0,,
114,,113,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
115,,113,"Architecture
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
114,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
115,,,"Architecture
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
116,,,"Unit Testing
",Group,Separator,False,,,,page1,0,0,0,0,0,0,0,0,,
117,,116,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
118,,116,"Unit Testing
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
117,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
118,,,"Unit Testing
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
119,,,"UAT
",Group,Separator,False,,,,page1,0,0,0,0,0,0,0,0,,
120,,119,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
121,,119,"UAT
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
120,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
121,,,"UAT
",Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
27,Start/End,,"Start
",Shape,Start/End,False,,,,page1,0,0,0,0,0,0,0,0,,
29,Dynamic connector,,,Shape,Dynamic connector,True,27,28,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,2.0112,6.875,2.5112,6.875,,
28,Process,,"Capture Business Demand
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
31,,,,Shape,Dynamic connector,True,28,30,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,3.0112,6.5,3.0112,6,,
30,,,"Create/Revise User Stories and Define Acceptance Criteria
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
33,,,,Shape,Dynamic connector,True,30,32,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,3.0112,5,3.0112,4.5,,
32,,,"Review Delivery Plan with Other Teams
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
37,,,,Shape,Dynamic connector,True,32,36,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,3.5112,4.125,4.2388,4.125,,
36,Subprocess,,"Risk Mitigation and Planning
",Shape,Subprocess,False,,,,page1,0,0,0,0,0,0,0,0,,
39,,,,Shape,Dynamic connector,True,38,36,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,4.7388,4.5,4.7388,5.125,,
38,,,"Create and Refine Solution Design
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
43,Decision,,"Review Solution Design
",Shape,Decision,False,,,,page1,0,0,0,0,0,0,0,0,,
44,,,,Shape,Dynamic connector,True,43,38,"FromPart=12, ToPart=100; FromPart=9, ToPart=101",page1,0,0,0,0,5.2388,5.5,5.795717995865315,2.798394326680587,,
45,,,"Development and User Testing of User Stories
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
46,,,,Shape,Dynamic connector,True,45,43,"FromPart=12, ToPart=102; FromPart=9, ToPart=102",page1,0,0,0,0,6.397858893624532,3.25,6.397400000000006,5.125,,
47,,,,Shape,Dynamic connector,True,30,43,"FromPart=12, ToPart=100; FromPart=9, ToPart=103",page1,0,0,0,0,6.397858893624532,2.346788653361174,2.5112,5.5,,
48,,,"Execute System Testing
",Shape,Decision,False,,,,page1,0,0,0,0,0,0,0,0,,
49,,,,Shape,Dynamic connector,True,125,45,"FromPart=12, ToPart=3; FromPart=9, ToPart=101",page1,0,0,0,0,6.897400000000006,5.5,7.375,5.5,,
127,,,"Deploy into UAT Environment
",Shape,Subprocess,False,,,,page1,0,0,0,0,0,0,0,0,,
51,,,"Execute UAT Testing
",Shape,Decision,False,,,,page1,0,0,0,0,0,0,0,0,,
52,,,"Deploy to Production Environment
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
53,,,"Success
",Shape,Dynamic connector,True,52,51,"FromPart=12, ToPart=103; FromPart=9, ToPart=101",page1,0,0,0,0,10.20428137828593,6.951605673319414,11.36330444688657,5.875,,
54,,,,Shape,Dynamic connector,True,51,127,"FromPart=12, ToPart=103; FromPart=9, ToPart=103",page1,0,0,0,0,9.584899517109255,5.875,9.602140480526714,6.5,,
56,,,"Failed
",Shape,Dynamic connector,True,45,51,"FromPart=12, ToPart=103; FromPart=9, ToPart=100",page1,0,0,0,0,8.999999582767497,6.951605673319414,6.397400000000006,5.875,,
57,,,"Smoke Testing
",Shape,Decision,False,,,,page1,0,0,0,0,0,0,0,0,,
59,,,"Success
",Shape,Dynamic connector,True,58,57,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,11.70428137828593,1.471788653361174,12.26678137828593,1.47178865336117,,
58,,,"End
",Shape,Start/End,False,,,,page1,0,0,0,0,0,0,0,0,,
60,,,,Shape,Dynamic connector,True,57,52,"FromPart=12, ToPart=3; FromPart=9, ToPart=102",page1,0,0,0,0,11.36330444688657,5.125,11.20428137828593,1.846788653361174,,
61,,,"Smoke Testing Failed
",Shape,Dynamic connector,True,48,57,"FromPart=12, ToPart=3; FromPart=9, ToPart=100",page1,0,0,0,0,10.70428137828593,1.471788653361174,7.897858685008281,1.846788653361174,,
62,,,"System Testing 
Successful
",Shape,Dynamic connector,True,127,48,"FromPart=12, ToPart=102; FromPart=9, ToPart=101",page1,0,0,0,0,8.499999582767497,1.395182980041761,9.584899517109255,5.125,,
122,,,,Shape,Dynamic connector,True,43,43,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,6.397858893624532,2.346788653361174,6.99999979138375,2.798394326680587,,
123,,,"System Testing 
Failed
",Shape,Dynamic connector,True,45,48,"FromPart=12, ToPart=100; FromPart=9, ToPart=100",page1,0,0,0,0,7.295717787249064,1.395182980041761,5.897400000000006,5.5,,
126,Dynamic connector.126,,"Deployment Complete
",Shape,Dynamic connector,True,125,48,"FromPart=9, ToPart=3; FromPart=12, ToPart=102",page1,0,0,0,0,7.9375,5.125,7.897858685008281,1.846788653361174,,
125,,,"Deploy into SIT Environment
",Shape,Subprocess,False,,,,page1,0,0,0,0,0,0,0,0,,
